,ratings,reviews
5341,5,Worth every pennyDevice good charger is no successful
5342,5,Mind-blowing purchaseGreat product for budget smartphone
5343,5,Best in the market!Amazing mobile I never seen this amazing performance but camera should do better
5344,5,BrilliantWorth mobile in dis price range
5345,5,WonderfulGood
5346,5,Just wow!Great package in this price range value for money product
5347,5,Mind-blowing purchaseGood one
5348,5,Best in the market!It's very good
5349,1,Worst experience ever!Worst mobile very bad company
5350,3,FairPoor display and built quality
5351,5,Must buy!Nice
5352,4,Good choiceGood
5353,4,Good choiceNice
5354,5,"Terrific purchasePoco M3 is superb phone, flipkart delivered with in 21 hours, superfast delivery, thank you very much flipkart and Poco India."
5355,5,AwesomeOk
5356,5,WonderfulVery good prodact. valuable many and new attractive looking black
5357,3,"Just okayMain disadvantage with poco m3 is heating problem and voice msg is going while recording call,,, Don't buy, just I watchd 10 min video  then phone is heating,,,,, don't waste your money"
5358,5,Super!The best phone in this segment. Perfect for productivity and casual gaming within 15k.Used for few months no issues so far
5359,5,Must buy!The device is up to the mark value for money thanks flipkart and ekart for good delivery....
5360,5,Super!Good
5361,5,BrilliantAwesome
5362,5,Terrific purchaseGood phone
5363,5,Perfect product!Satisfied 🥰
5364,3,Does the jobExcept speakers 🔊 remains good
5365,5,Classy productSuperb
5366,5,Perfect product!Awesome
5367,5,AwesomeDelivery boy was good
5368,5,AwesomeNice
5369,3,FairCamera is very bad
5370,4,Good choiceNice phone. Design is attractive and lovable. Everything is good except the camera. It could have been better.
5371,1,Absolute rubbish!Very worst experience... Phone touch responsive is very poor... Lagging in opening application... Over all very worst experience
5372,5,BrilliantVery good mobileI am happy with this mobile
5373,4,Really NiceThis segment realy stylish and good performance smartphone but lot time gaming heating issues.
5374,3,GoodHeats too much but then the product is value for money
5375,3,Just okayJust ok
5376,5,Perfect product!Awesome product !
5377,2,Slightly disappointedGyroscope isn't working properly
5378,5,Highly recommendedAwesome
5379,1,Don't waste your moneyVery poor performance in this expensive price....camera quality is very poor....slow operating system....looks something ok.
5380,2,Could be way betterVedio call not clearly and system hang
5381,5,WonderfulGood
5382,3,NiceOk
5383,5,Best in the market!Very good
5384,5,Must buy!Super....
5385,4,"Very GoodAfter one month usage totally fine, it's value for money, best budget mobile"
5386,5,WonderfulGood
5387,5,Perfect product!Good product
5388,4,DelightfulNice phone in this price😀😃😘🥰😍
5389,5,WonderfulVery good phone
5390,4,DelightfulCamera would have been better overall gud mobile
5391,1,UnsatisfactoryHeat problem
5392,4,DelightfulVery good loking and performance in this price range.
5393,2,Could be way betterAverage product
5394,3,FairAfter few days only phone was not switching ON. Overall A decent buy in this price range
5395,5,ExcellentBudget phone
5396,4,Worth the moneyNothing is bad except the camera
5397,4,Good choiceNothing is bad except the camera
5398,5,Simply awesomeNice
5399,3,FairIt's OK...gd..
5400,2,"ModerateProduct is not as expected, camera quality is poor."
5401,5,Worth every pennySweet device
5402,5,ExcellentGood value products  I'm loving it.
5403,5,ExcellentNice
5404,4,Pretty goodAwesome...! Bettery prfomance is good.
5405,4,"Really NiceValue of money. Please improve the cam both sides. Charging is good. Hanging slightly, screen picture clarty is good. Slightly heating complete. Tnq flipkart."
5406,2,ModerateNot satisfactory performance. There was no call recording facilities.
5407,5,Highly recommendedSuper
5408,5,Terrific purchaseGood phone
5409,5,ExcellentVery much satisfied with the product.. worth buying..
5410,5,Best in the market!Best
5411,4,Worth the moneyfor the amount every penny worth...
5412,4,Really NiceNice
5413,1,WorthlessAll things is better but Some voice recording issue..Its shows to others ur call is on  record..Automatic call record function not available..If I knows these type of issues then I am not buy this phone..It's my big mistake to buy this product.
5414,4,Worth the moneyNot bad
5415,3,Just okayOk ok...
5416,5,WonderfulGood
5417,5,ExcellentFast delivery within 24hours
5418,4,Very GoodGood
5419,5,Mind-blowing purchaseLoved the experience
5420,4,"Pretty goodGood camera, built quality is extremly good, nice battery performance and good charging department. Weight is somewhere an issue as you hold the phone for long time like watching a movie you will defenitly feel uncomfortable."
5421,5,Worth every pennyits good it has great battery life
5422,5,ExcellentSuperb phone 1 day delivery Good 10/10
5423,5,ExcellentGood Service nd I like the product
5424,5,Best in the market!Good with then MRP
5425,2,ModerateCamra is not good
5426,4,Very GoodWorth for the money. Good battery backup and super display. Best mobile with 6GB RAM
5427,5,AwesomeGood worth of money
5428,4,Pretty goodValue of money nice phone
5429,4,Good choiceBest phone to buy in this range.. best part is battery and full hd+ display
5430,1,Absolute rubbish!This is not good.
5431,1,Waste of money!Fed up with Flipkark return policy with low performance product POCO M3
5432,5,Perfect product!Very nice
5433,5,Worth every pennyJust wow
5434,5,BrilliantGood
5435,4,"Very GoodPretty good, heating issue on battery."
5436,5,Fabulous!Coin
5437,5,Highly recommendedGood
5438,4,DelightfulOverall value For Money
5439,5,WonderfulGood phone
5440,4,DelightfulVery good
5441,5,BrilliantBudget king
5442,4,Good choiceDesign could be more better
5443,5,Highly recommendedvery nice mobile 10999
5444,4,DelightfulIt is value for price phone. But only problem i see that it takes 3 hours to charge but dont forget it's 6000 mah
5445,5,Best in the market!Awsome phone  ❤️Nice delivery 🙂Good job Flipkart 🔥
5446,5,Classy productVery nice but battery soon empty
5447,4,Good quality productThanks Flipkart.
5448,3,FairIt's good
5449,1,Did not meet expectationsAverage mobile phone
5450,1,Absolute rubbish!This is not good.
5451,1,Waste of money!Fed up with Flipkark return policy with low performance product POCO M3
5452,5,Perfect product!Very nice
5453,5,Worth every pennyJust wow
5454,5,BrilliantGood
5455,4,"Very GoodPretty good, heating issue on battery."
5456,5,Fabulous!Coin
5457,5,Highly recommendedGood
5458,4,DelightfulOverall value For Money
5459,5,WonderfulGood phone
5460,4,DelightfulVery good
5461,5,BrilliantBudget king
5462,4,Good choiceDesign could be more better
5463,5,Highly recommendedvery nice mobile 10999
5464,4,DelightfulIt is value for price phone. But only problem i see that it takes 3 hours to charge but dont forget it's 6000 mah
5465,5,Best in the market!Awsome phone  ❤️Nice delivery 🙂Good job Flipkart 🔥
5466,5,Classy productVery nice but battery soon empty
5467,4,Good quality productThanks Flipkart.
5468,3,FairIt's good
5469,1,Did not meet expectationsAverage mobile phone
5470,5,Must buy!Good phn
5471,4,Very GoodBrand value
5472,5,WonderfulWorth of money. Nice mobile. I bought yellow color very attractive.
5473,5,Perfect product!Value for money great product 🤩🤩🤩
5474,4,WonderfulGood nd value for money 💰💰
5475,5,Classy productVery nice mobile phone
5476,5,Highly recommendedOkay
5477,5,Worth every pennyGood
5478,5,Super!Nice👍😊👏
5479,4,Nice productGood mobile
5480,5,WonderfulGood mobileLong battery ultra game mode👍Woderful🥰 quality
5481,5,ExcellentVery good
5482,4,Nice productVery good mobile phone i like it my online photo graphs taking very soon
5483,3,Does the jobGood phone in the budjut
5484,5,Worth every pennyGood mobile under budget...
5485,4,Value-for-moneyGood
5486,4,Good quality productBudget King
5487,5,Fabulous!I'm satisfied with this phone. Ram+rom Exllent.❤️👌❤️👌❤️👍
5488,5,Worth every pennyAmazing product colour is awesome
5489,5,Terrific purchaseAwsome
5490,5,AwesomeNice mobile
5491,2,ModerateDon't buy this product for cameraCamera was very very poorBut the battery provide high performance almost 2 day
5492,3,Decent productDont buy .. I faced google stopted problem in 17 dys
5493,4,Very GoodGood mobile but Ui for MIUI I don't like it because over custom for Android Os please don't use this UI. Bettary:      Display used 25% please remember it
5494,5,BrilliantVERY GOOD PRODUCT.
5495,5,Must buy!Cool
5496,4,Really NiceAverage
5497,4,Value-for-moneyNice one you can go for it
5498,5,"Classy productFront camera quality little low otherwise overall good for this amount. I buy this for my mom, fast and good delivery also."
5499,5,Best in the market!Superb Phone
5500,1,Did not meet expectationsPicture quality is very poor.
5501,5,Highly recommendedVery good phone.
5502,5,Perfect product!Flagship budget phone
5503,4,Good choiceOk
5504,5,"Simply awesomeIn very reasonable price, very best mobile phone POCO M3, value for money deal. Thanks FlipKart."
5505,4,Good choiceNice look.. Finishing of sides are excellent.. Nice to have.. Value for money
5506,5,Mind-blowing purchaseNice product
5507,5,"Mind-blowing purchaseNice product. Good experiencePerfect design at this price.Performance is better.Side mounted fingerprint is also good.Camera need to be better, excluding that all the features are better and value for money"
5508,5,Must buy!Very nice mobile 😍🥰😘
5509,4,Pretty goodOk
5510,5,Best in the market!Good
5511,5,Simply awesomeBest one 😍
5512,4,Really NiceDid not expect a great camera for this price but except the camera this a great phone in this price.Absolute Value for money
5513,5,Great productOne word i said  very good phone poco m3
5514,5,Terrific purchasegood
5515,5,AwesomeAwesome phone you must buy it
5516,1,"Useless productI bought two mobile within a week3.5 mm audio jack does not work for first phone. I think the item used someone else and the flipkart sending the same item to another customer.I bought second phone within the same week, now that delivered. The sim slots are not working for it.What the horrible things are doing.Please stop selling OLD DAMAGED phone."
5517,3,Does the jobSuper
5518,5,Simply awesomeAwesome phone in budget
5519,5,Brilliantnice
5520,1,Did not meet expectationsPicture quality is very poor.
5521,5,Highly recommendedVery good phone.
5522,5,Perfect product!Flagship budget phone
5523,4,Good choiceOk
5524,5,"Simply awesomeIn very reasonable price, very best mobile phone POCO M3, value for money deal. Thanks FlipKart."
5525,4,Good choiceNice look.. Finishing of sides are excellent.. Nice to have.. Value for money
5526,5,Mind-blowing purchaseNice product
5527,5,"Mind-blowing purchaseNice product. Good experiencePerfect design at this price.Performance is better.Side mounted fingerprint is also good.Camera need to be better, excluding that all the features are better and value for money"
5528,5,Must buy!Very nice mobile 😍🥰😘
5529,4,Pretty goodOk
5530,5,Best in the market!Good
5531,5,Simply awesomeBest one 😍
5532,4,Really NiceDid not expect a great camera for this price but except the camera this a great phone in this price.Absolute Value for money
5533,5,Great productOne word i said  very good phone poco m3
5534,5,Terrific purchasegood
5535,5,AwesomeAwesome phone you must buy it
5536,1,"Useless productI bought two mobile within a week3.5 mm audio jack does not work for first phone. I think the item used someone else and the flipkart sending the same item to another customer.I bought second phone within the same week, now that delivered. The sim slots are not working for it.What the horrible things are doing.Please stop selling OLD DAMAGED phone."
5537,3,Does the jobSuper
5538,5,Simply awesomeAwesome phone in budget
5539,5,Brilliantnice
5540,1,Utterly DisappointedNot satisfied with this product
5541,5,Just wow!just using gor two days nice
5542,5,BrilliantVery good mobile battery is very good it's stand 14hrs above valuable protect
5543,4,"Value-for-moneyDisplay brightness is low but, no problem. Its value for money."
5544,4,DelightfulBest phone
5545,1,Absolute rubbish!Worst product battery pickup is worst and camera not so fine........Do buy any product on flipkart......Worst worst worst filpkart not good....They made me fool so don't buy in the flipkart
5546,2,Not goodFront camera worst Bateery is strongLate chargingNot for heavy gaming
5547,5,Just wow!Excellent phone Good to use  Better built quality Very much impressed
5548,4,Very GoodCamera and display is bad. Others all ok
5549,3,"GoodI bought it for my sister. She is really into series & movies. So already warned about the camera and she was okay. The camera is pathetic. If you are looking for a good camera. Believe me, this is not your phone. If you are okay with an average phone(128,6G)with a good battery & not-that-bad-performance. Then go for it. Additionally, its a good-looking phone."
5550,4,WonderfulNice products
5551,3,Does the jobFirst for reason I ordered for a spray cans.. But it was missing.. Overall phone is good and best for this price
5552,4,DelightfulCamera bad
5553,3,"NiceWhile playing it may hang up, offcousre it is 6gb ram but the way the game stucks like 2gb ram mobile, if you are a gamer better to buy a another mobile"
5554,3,GoodMobile sound quality is not so good .
5555,5,TerrificToo good for the price. Amazing performance and battery backup. Totally satisfying. Value for money.
5556,2,Bad qualityCamera is very poor.
5557,5,Mind-blowing purchaseMobile are good in this price
5558,5,Must buy!Super phone
5559,3,Just okayCamara poor photos
5560,5,AwesomeGood
5561,3,"Does the jobIt's too overpriced as compared to two years old Redmi Note 8(Launched at9,999). But there is no another option so it's the only choice in this price range."
5562,5,Simply awesomeSuper super
5563,5,Worth every pennySupar ...
5564,2,Expected a better productSound is very low.
5565,4,DelightfulGood
5566,1,NO GYROSCOPE SENSOrNO gyroscope sensor. don't buy it.
5567,1,Worst experience ever!Getting hot and shutting down after one hour of internet use
5568,4,WonderfulAll round good phone 📱
5569,5,Classy productgood
5570,5,AwesomeVery good product.
5571,4,Nice productNice mobile but camera performance I got 3 star .. otherwise mobile performance is great..
5572,5,Mind-blowing purchaseSuper photo
5573,4,Really NiceThank you flipkart nice phone🤝
5574,1,"Worst experience ever!Very bad quality this phone , camera is very poor quality"
5575,4,Value-for-moneyPhone is really awesome 😍Very good cameraHuge battery lifeAnd the most important thing performance killing performance This phone is really OP
5576,3,Does the jobFront camera is not upto mark
5577,4,Pretty goodVery good quality. Performance is also nice. Came quality is just awesome
5578,4,Very GoodGood one 🙂
5579,1,UnsatisfactoryWorst mobile ever used.
5580,4,Good quality productNice one this budget
5581,5,Fabulous!Ok
5582,5,Just wow!Good phone
5583,5,Best in the market!Exlent phone
5584,4,Value-for-moneyGood product
5585,5,Great productJust as expected ..
5586,3,Decent productCamera is not good
5587,4,Nice productMedium good
5588,5,Just wow!camera and sound quality very nice
5589,3,"Does the jobGood for basic usage, more while charging time"
5590,3,"Does the jobPhone is ok but , when I was playing game, it was becoming heat,"
5591,3,Decent productYa okay but camara worst
5592,5,WonderfulExcept camera quality mobile is great for this price.
5593,5,WonderfulGood products
5594,1,"Useless productHanging problem, thatching problem, charging problem"
5595,5,Worth every pennyGood productCamara good
5596,3,GoodAverage good
5597,3,Just okayNice
5598,4,Value-for-moneyNice phone
5599,5,ExcellentNice product
5600,5,Best in the market!Good
5601,5,Terrific purchaseGood
5602,1,Terrible productTotally worst👎👎👎
5603,5,Great productVery good
5604,5,Best in the market!Super Mobile 🔥 Nice mobile in this price segment 👌🏻
5605,5,"Must buy!best for daily use, good value for the money you spend"
5606,5,Terrific purchaseGood
5607,5,Terrific purchaseVery good
5608,3,Decent productLittle more  clarity  needed for camera..
5609,5,BrilliantGood
5610,3,"Does the jobPhone is ok but , when I was playing game, it was becoming heat,"
5611,3,Decent productYa okay but camara worst
5612,5,WonderfulExcept camera quality mobile is great for this price.
5613,5,WonderfulGood products
5614,1,"Useless productHanging problem, thatching problem, charging problem"
5615,5,Worth every pennyGood productCamara good
5616,3,GoodAverage good
5617,3,Just okayNice
5618,4,Value-for-moneyNice phone
5619,5,ExcellentNice product
5620,5,Best in the market!Good
5621,5,Terrific purchaseGood
5622,1,Terrible productTotally worst👎👎👎
5623,5,Great productVery good
5624,5,Best in the market!Super Mobile 🔥 Nice mobile in this price segment 👌🏻
5625,5,"Must buy!best for daily use, good value for the money you spend"
5626,5,Terrific purchaseGood
5627,5,Classy productVery good
5628,3,Decent productLittle more  clarity  needed for camera..
5629,5,BrilliantGood
5630,5,Just wow!Best mobile
5631,1,"Hated it!Default call app is of google, which comes with NO automatic call recording option plus it tells the receiver that you’re recording. This is something i support but it feels weird every time when you record."
5632,5,ExcellentGood
5633,5,WonderfulGood product
5634,4,Nice productNice
5635,4,Value-for-moneyBought this one for normal use and its Great. Go for it if u are normal user and multitasker because it has 6 gb of ram which is very good. The Sd 662 is not a great processor but it is good for daily usage and at this price it is acceptable.If u are looking a phone for camera then this is not a great choice. It produces darker images.Battery is great and charging takes about 2 hr 15 min as it has 6000 mah battery.Display is also good produces good colours.U can do Gaming on this one...
5636,5,ExcellentThanks
5637,5,Highly recommendednice
5638,5,Classy productThanks to flipkart
5639,4,"Very GoodOver all value for money, camera is poor"
5640,4,Worth the moneygood product
5641,4,Good choiceOk
5642,4,Delightfulnice phone
5643,5,Just wow!Nice delivery boy
5644,5,"Just wow!Very good perfomence , fast delivery by flipkart and phone is also very good for playing game..go for it 👍"
5645,5,Mind-blowing purchaseIt is amazing
5646,5,Highly recommendedExcellent
5647,4,WonderfulGood product
5648,4,Worth the moneyPerformance -4. 5/5Display-4/5Battery-4. 5/5Camera rear -4/5Camera front - 2/5
5649,5,WonderfulVery legend mobile
5650,5,Classy productVery good product...
5651,5,Worth every pennysuperb great mobile @12k
5652,5,Best in the market!Best Products
5653,5,Classy productGood mobile
5654,5,Great productExcellent
5655,5,AwesomeGood
5656,4,Good choiceAvg cameraGood battery lifeNot the best
5657,4,"Very GoodUnder this Price Range, This Poco M3 model is most recommend by Me.... Amazing Handset"
5658,5,Simply awesomeAwesome products.. And worth of money..
5659,5,Fabulous!Very nice so good fon
5660,5,Must buy!I like this phone best in this price
5661,5,Classy productNice Mobile
5662,4,Really NiceCheap and best phone
5663,5,Mind-blowing purchaseExcellent phone
5664,4,WonderfulGood battaryGood diplayAwesome cameraMonster performanceBest of value😍😍😍😍😍🤑🤑📱📱
5665,3,Just okaySuitable for Mid aged people
5666,3,NiceNice mobile in bugget
5667,5,TerrificNice phone under 15k im bay 12000 good one value for money
5668,5,Highly recommendedvery good phone
5669,5,Mind-blowing purchaseGood one
5670,5,Highly recommendedThis amount this mobile is awesome
5671,5,Great productgood
5672,4,Value-for-moneyGood pakage in these price ..Just charging time is mare than usual
5673,5,Best in the market!Camera is very bad
5674,4,Nice productGood
5675,1,Hated it!Biggest problem Not show call...🤦👎👎👎👎
5676,4,"Pretty goodLow brightness in display, rest of thing is super"
5677,5,Mind-blowing purchaseexcellent product
5678,3,Does the jobOk
5679,4,Nice productNice one at this budget bt Camera 📸 Quality very poor
5680,5,Must buy!I like this phone best in this price
5681,5,Classy productNice Mobile
5682,4,Really NiceCheap and best phone
5683,5,Mind-blowing purchaseExcellent phone
5684,4,WonderfulGood battaryGood diplayAwesome cameraMonster performanceBest of value😍😍😍😍😍🤑🤑📱📱
5685,3,Just okaySuitable for Mid aged people
5686,3,NiceNice mobile in bugget
5687,5,TerrificNice phone under 15k im bay 12000 good one value for money
5688,5,Highly recommendedvery good phone
5689,5,Mind-blowing purchaseGood one
5690,5,Highly recommendedThis amount this mobile is awesome
5691,5,Great productgood
5692,4,Value-for-moneyGood pakage in these price ..Just charging time is mare than usual
5693,1,Worst experience ever!Camera is very
5694,4,Nice productGood
5695,1,Hated it!Biggest problem Not show call...🤦👎👎👎👎
5696,4,"Pretty goodLow brightness in display, rest of thing is super"
5697,5,poco m3 is goodexcellent product
5698,3,Does the jobOk
5699,4,Nice productNice one at this budget bt Camera 📸 Quality very poor
5700,5,AwesomeBattery backup super
5701,4,Value-for-moneyVery good mobile in this price range ☺️
5702,5,"Mind-blowing purchase,Nice👏"
5703,5,Super!Nice mobile
5704,1,"Not recommended at allProcessor so slow,over all good,I am not recommend it ..."
5705,1,"Useless productFront Camera quality is like taking pictures from some 4 to 5 thousand phone Playing PUBG for 2 HR continuously, it starts lagging After unboxing it shows app(Google) can't be openedBattery is good get only 10% down in 2 HR If u r thing to buy this forget it"
5706,3,FairWaste of money
5707,4,Really NiceOk
5708,5,ExcellentVery good phone in this price
5709,5,Highly recommendedVery nice phone & features as well
5710,5,WonderfulGood
5711,5,Super!Nyc nyc
5712,4,Nice productOkay phone
5713,4,Worth the moneyChanger poor quality
5714,3,FairGot in best price
5715,5,Super!Nice
5716,5,Great productWonderful
5717,4,WonderfulNyc phoneCamera is not good
5718,5,AwesomeFront camera quality is poor... Overall performance is very good
5719,5,Brilliantamazing mobile
5720,5,AwesomeBattery backup super
5721,4,Value-for-moneyVery good mobile in this price range ☺️
5722,5,"Mind-blowing purchase,Nice👏"
5723,5,Super!Nice mobile
5724,1,"Not recommended at allProcessor so slow,over all good,I am not recommend it ..."
5725,1,"Useless productFront Camera quality is like taking pictures from some 4 to 5 thousand phone Playing PUBG for 2 HR continuously, it starts lagging After unboxing it shows app(Google) can't be openedBattery is good get only 10% down in 2 HR If u r thing to buy this forget it"
5726,3,FairWaste of money
5727,4,Really NiceOk
5728,5,ExcellentVery good phone in this price
5729,5,Highly recommendedVery nice phone & features as well
5730,3,FairDon't buy
5731,5,Highly recommendedSuper ph
5732,5,Terrific purchaseAwsm mobile with in the price range🥰
5733,5,Terrific purchaseGood phone
5734,5,AwesomeNice phone on this price range
5735,5,Terrific purchaseSatisfied 😊 product go for it 😍😍
5736,1,WorthlessPhone is bending day by day
5737,3,NiceGood
5738,4,Pretty goodOverall a happy product but having issues with front camera....
5739,5,Super!Nice One Product
5740,5,TerrificNice phone at budget
5741,3,NiceAwesome phone but front camera  result not good & quality is not good of 3.5 mm jack
5742,5,Mind-blowing purchaseNice 👍❤️
5743,5,Great productValue for mone
5744,1,Very poorCamera quality lowBattery backup low
5745,5,"Worth every pennyI have recently purchased this POCO M3 128 GB smartphone from flipkart. The quality is very good, it look and feel very premium in hand. After using this for a week now I can say that it is best value for money. Pros :-Great Battery LifePremium in hand feelNice CameraCons :-Display refresh rate is only 60 HzThanks to flipkart for super quick delivery of this product at this difficult time. I am very satisfied with service and offers provided by flipkart. flipkart is my favourite on..."
5746,5,ExcellentVery nice set
5747,5,WonderfulGood phone in this price happy to get this
5748,5,Worth every pennyOk
5749,5,WonderfulGood
5750,3,FairDon't buy
5751,5,Highly recommendedSuper ph
5752,5,Terrific purchaseAwsm mobile with in the price range🥰
5753,5,Terrific purchaseGood phone
5754,5,AwesomeNice phone on this price range
5755,5,Terrific purchaseSatisfied 😊 product go for it 😍😍
5756,1,WorthlessPhone is bending day by day
5757,3,NiceGood
5758,4,Pretty goodOverall a happy product but having issues with front camera....
5759,5,Super!Nice One Product
5760,5,TerrificNice phone at budget
5761,3,NiceAwesome phone but front camera  result not good & quality is not good of 3.5 mm jack
5762,5,Mind-blowing purchaseNice 👍❤️
5763,5,Great productValue for mone
5764,1,Very poorCamera quality lowBattery backup low
5765,5,"Worth every pennyI have recently purchased this POCO M3 128 GB smartphone from flipkart. The quality is very good, it look and feel very premium in hand. After using this for a week now I can say that it is best value for money. Pros :-Great Battery LifePremium in hand feelNice CameraCons :-Display refresh rate is only 60 HzThanks to flipkart for super quick delivery of this product at this difficult time. I am very satisfied with service and offers provided by flipkart. flipkart is my favourite on..."
5766,5,ExcellentVery nice set
5767,5,WonderfulGood phone in this price happy to get this
5768,5,Worth every pennyOk
5769,5,WonderfulGood
5770,5,Terrific purchaseGood
5771,4,Good choiceNot bad
5772,5,Terrific purchaseGood
5773,4,Good quality productVery good product
5774,5,Super!Is very good👍
5775,5,ExcellentVery happy
5776,4,Good quality productEverything's fine except for the myth of fast charging. It takes the same time as any ordinary 📱
5777,1,Useless productcrema very bad ..
5778,5,Terrific purchaseGood super
5779,4,"Good quality productWorth for mony,camera is not good"
5780,5,Great productNyc
5781,4,Nice productmobile is good
5782,2,"Could be way betterCamera and battery is Average, very heating at the time of charge."
5783,5,Perfect product!Good
5784,4,Really NiceNice phone but camera not so good average
5785,5,Highly recommendedNice
5786,4,Nice productGood
5787,5,Super!GOOD
5788,4,Really NiceGood one
5789,5,Super!nice
5790,5,TerrificGood
5791,5,Terrific purchasethe processor is good everything is performing like superb
5792,5,TerrificNice experience with POCO M3
5793,5,Just wow!Very good product... Value for money 👍👍
5794,5,ExcellentWith out any doubt go for this product.. Love it Poco
5795,2,Not goodVideo call camera level very very poor condition 😡😡
5796,5,Best in the market!This is the amazing smartphone that I have used
5797,5,"TerrificA total value for money product. Especially when there are zillions of similar devices in the market. Can definitely stand out. I chose the bright yellow colour and It does make a bold statement. I've upgraded from a redmi note 6 pro (also fiery red) which had a great performance and being a fan of the redmi/Xiaomi/poco ui and of course not to mention the IR blaster which makes life very easy, the unbeatable price also helped a lot. Do not expect crisp and clear photos from this camera but fo..."
5798,4,Good choiceGood
5799,5,Super!Smotth touchVbery large displayValue moneyProduct nd company awesomeVery good serviceBettry backup outstandingEtc... Phone are very good
5800,4,DelightfulJust wow
5801,4,Very GoodMobile is very good
5802,4,Very GoodOverall good mobile for this price segments but if you're concerned about front camera you can choose another phone .front camera quality is too pathetic back camera has a good quality. Overall a good mobile appreciate poco for introducing this one. Finally this mobile is value for money
5803,5,AwesomeI THINK THIS IS ONE OF MY FAVORITE PHONE EVER
5804,5,Simply awesomeVery good performance
5805,5,WonderfulGood mobile
5806,5,TerrificBest value for money
5807,5,Must buy!Veeeee very good
5808,5,Simply awesomeNice mobile this price
5809,5,Perfect product!Nice phone....
5810,5,Mind-blowing purchaseAwesome 👍
5811,4,Worth the moneygood
5812,5,Just wow!Super 💐💐💐
5813,5,Highly recommendedValue ...... worth for money
5814,5,Great productSupper
5815,5,Must buy!Awesome
5816,5,Best in the market!Excellent Mobile
5817,2,"Expected a better product📷 is very poor, it's like keypad mobile camera📷 pixel not goood."
5818,5,Perfect product!Good mobile
5819,3,"Just okay....received my poco m3 delayed perhaps due to pandemic. Overall performance is ok, but somewhere camera disappointed me. Despiteof of that  I recommend this product if you are ready to compromise with camera performance. Cheapest of all 6gb varients."
5820,4,DelightfulJust wow
5821,4,Very GoodMobile is very good
5822,4,Very GoodOverall good mobile for this price segments but if you're concerned about front camera you can choose another phone .front camera quality is too pathetic back camera has a good quality. Overall a good mobile appreciate poco for introducing this one. Finally this mobile is value for money
5823,5,AwesomeI THINK THIS IS ONE OF MY FAVORITE PHONE EVER
5824,5,Simply awesomeVery good performance
5825,5,WonderfulGood mobile
5826,5,TerrificBest value for money
5827,5,Must buy!Veeeee very good
5828,5,Simply awesomeNice mobile this price
5829,5,Perfect product!Nice phone....
5830,2,ModerateSound is not working properly
5831,4,Value-for-moneyVery nice
5832,5,"Mind-blowing purchaseMobile is awesome, specially for selfie lovers..."
5833,3,"Decent productThe phone's display got damaged in just 4 months after I Buy it. The phone didn't even fall down, and it was at a proper condition till this morning. I don't know what had happened in it. Other than that the phone is verry good ."
5834,5,Must buy!Worth For Money Thank u Flipkart Fastest Delivery
5835,5,Fabulous!Good mobile ....
5836,5,WonderfulGood
5837,5,Terrific purchaseVery nice
5838,4,Nice productGood
5839,5,Worth every pennySuper
5840,4,DelightfulGood
5841,4,Pretty goodGood
5842,4,DelightfulAverage
5843,5,Must buy!Nice
5844,5,AwesomeMobile was lightly  struck But it is good
5845,1,Terrible productWorst phone Don't buy this phone
5846,5,Terrific purchaseSuper product
5847,4,WonderfulGood phone but little overpriced
5848,2,ModerateCharging not perfect and heating issue it's not worth
5849,3,Just okayExcept camera.. everything is gud
5850,3,FairCamera isn't 48 MP & battery backup is medium just show 48mp /6000 mAh.value for money
5851,2,"Bad qualityCamera quality is very bad, Team Poco needs update camera related software for better performance, otherwise phone is good"
5852,3,NiceAwesome
5853,3,FairNice
5854,4,Good choiceGood
5855,3,Decent productCamera is very poor....
5856,5,TerrificVery nice 👌👍👍
5857,5,Super!nice
5858,4,Pretty goodVery nice  looking poco M3 yellow color 4 64
5859,4,Pretty goodBest phone
5860,4,DelightfulGood
5861,4,Pretty goodGood
5862,4,DelightfulAverage
5863,5,Must buy!Nice
5864,5,AwesomeMobile was lightly  struck But it is good
5865,1,Terrible productWorst phone Don't buy this phone
5866,5,Terrific purchaseSuper product
5867,4,WonderfulGood phone but little overpriced
5868,2,ModerateCharging not perfect and heating issue it's not worth
5869,3,Just okayExcept camera.. everything is gud
5870,4,Really NiceIt's good ok
5871,1,UnsatisfactoryWhen we call someone n press the recording option the phone is telling the person called u has pressed a recording which doesn't look good to the other person who is hearing. It will create nusense
5872,4,Nice productValue for money 👌
5873,3,"Decent productLow budget mobile, Rendomly use device..    Battery 🔋 charging very low...    Camera 📷 not okay   Display not OK for official work game...    Overall kaka type use mobile.., 🤣🤣"
5874,5,Perfect product!Good quality best colour
5875,5,Just wow!Good
5876,5,Great productThis phone camera is not adjusted
5877,5,WonderfulGood products
5878,4,DelightfulValue for money as per specifications
5879,3,FairReviewing after 2 month. Camera is worst. Makes every image white. During calling some lacks found. Some apps lack. But not to worry.
5880,3,FairIt is not working properly even first time
5881,5,Terrific purchaseGood performance
5882,4,DelightfulGood
5883,3,Decent productValue for money
5884,4,Good choiceGood
5885,5,Just wow!Good condition
5886,5,BrilliantGood product
5887,5,ExcellentVery good👍👍👍🌞
5888,5,"Fabulous!Its worth for price and performance was nice i have been used for 1 week no issue seen by me but one thing is average is front camera other than that it is superb u can buy this without any doubt but its not gaming but u can play heavy games like pubg,cod,asphalt 9 or 8 but its good"
